device_id,latitude,longitude,timestamp,horizontal_accuracy_m,speed_kmh
DEV_03393,37.79592,-122.439112,2026-08-01 06:10:46,3.3,14.0
DEV_00009,37.779876,-122.412285,2026-08-01 06:10:58,9.1,2.1
DEV_02838,37.77007,-122.389813,2026-08-01 06:11:02,5.6,5.3
DEV_04955,37.776407,-122.447052,2026-08-01 06:11:06,13.1,24.4
DEV_00511,37.783785,-122.408559,2026-08-01 06:11:09,4.8,5.2
DEV_03759,37.780253,-122.417201,2026-08-01 06:11:17,11.6,33.2
DEV_03894,37.782881,-122.411384,2026-08-01 06:11:24,12.4,31.5
DEV_03274,37.754386,-122.416933,2026-08-01 06:11:37,5.0,5.7
DEV_02538,37.781941,-122.409541,2026-08-01 06:11:49,7.8,16.8
DEV_01239,37.777511,-122.415393,2026-08-01 06:11:51,12.1,18.8
DEV_02998,37.779481,-122.408122,2026-08-01 06:11:53,3.6,20.2
DEV_03794,37.776969,-122.41593,2026-08-01 06:12:07,4.7,0.4
DEV_04636,37.782129,-122.413365,2026-08-01 06:12:15,14.2,25.5
DEV_04413,37.780219,-122.408602,2026-08-01 06:12:16,14.6,30.8
DEV_02479,37.779891,-122.416007,2026-08-01 06:12:20,8.0,30.9
DEV_03164,37.781604,-122.410239,2026-08-01 06:12:22,7.2,12.5
DEV_03168,37.783374,-122.410992,2026-08-01 06:12:31,13.9,2.8
DEV_00811,37.782352,-122.408717,2026-08-01 06:12:35,3.0,11.9
DEV_00996,37.776109,-122.417268,2026-08-01 06:12:49,14.6,7.2
DEV_00390,37.785094,-122.432001,2026-08-01 06:12:50,6.5,14.0
DEV_00666,37.782427,-122.414832,2026-08-01 06:12:54,14.8,24.8
DEV_04899,37.781109,-122.410258,2026-08-01 06:13:00,7.2,21.6
DEV_04423,37.783633,-122.412499,2026-08-01 06:13:10,6.6,15.7
DEV_03095,37.778851,-122.410095,2026-08-01 06:13:11,11.1,29.8
DEV_00533,37.779017,-122.409229,2026-08-01 06:13:11,14.9,11.7
DEV_04394,37.778892,-122.410665,2026-08-01 06:13:13,9.3,10.1
DEV_02773,37.783842,-122.412014,2026-08-01 06:13:16,4.2,1.0
DEV_02698,37.781404,-122.419999,2026-08-01 06:13:19,6.8,23.0
DEV_02680,37.779525,-122.417736,2026-08-01 06:13:21,7.4,30.1
DEV_02307,37.7817,-122.416814,2026-08-01 06:13:38,3.2,17.3
DEV_04007,37.779698,-122.417634,2026-08-01 06:13:40,13.6,33.6
DEV_02055,37.766718,-122.429002,2026-08-01 06:13:41,11.3,5.8
DEV_02354,37.779291,-122.412349,2026-08-01 06:13:43,3.8,2.3
DEV_00353,37.786197,-122.396974,2026-08-01 06:13:47,7.0,3.9
DEV_00142,37.759051,-122.439944,2026-08-01 06:13:47,10.3,7.1
DEV_03793,37.778949,-122.410302,2026-08-01 06:13:54,9.9,3.6
DEV_01632,37.782397,-122.41265,2026-08-01 06:13:54,9.0,12.9
DEV_02207,37.76225,-122.399093,2026-08-01 06:13:58,11.5,18.6
DEV_00950,37.779218,-122.418631,2026-08-01 06:14:02,4.9,6.8
DEV_01438,37.781307,-122.418409,2026-08-01 06:14:09,14.3,30.4
DEV_04310,37.781642,-122.418037,2026-08-01 06:14:13,3.1,14.5
DEV_03383,37.781861,-122.409328,2026-08-01 06:14:29,8.5,7.6
DEV_02097,37.780106,-122.420219,2026-08-01 06:14:38,10.3,10.8
DEV_03338,37.776332,-122.420191,2026-08-01 06:14:47,7.1,6.1
DEV_03689,37.778545,-122.417438,2026-08-01 06:14:53,10.6,5.6
DEV_01901,37.779612,-122.40574,2026-08-01 06:15:02,4.0,16.7
DEV_00062,37.776168,-122.420485,2026-08-01 06:15:05,7.1,20.5
DEV_04639,37.756098,-122.393067,2026-08-01 06:15:15,8.0,13.5
DEV_01043,37.77939,-122.418485,2026-08-01 06:15:20,3.5,26.2
DEV_00723,37.780494,-122.416327,2026-08-01 06:15:23,13.2,9.2
DEV_04670,37.778204,-122.416868,2026-08-01 06:15:26,8.3,11.0
DEV_00945,37.778629,-122.410893,2026-08-01 06:15:27,3.7,31.7
DEV_00411,37.784106,-122.413241,2026-08-01 06:15:27,10.4,15.8
DEV_02955,37.79797,-122.418026,2026-08-01 06:15:33,7.0,17.6
DEV_01532,37.781927,-122.413932,2026-08-01 06:15:35,10.8,28.6
DEV_04410,37.780917,-122.41394,2026-08-01 06:15:44,8.5,33.2
DEV_03278,37.79338,-122.426978,2026-08-01 06:15:56,8.5,8.4
DEV_02185,37.776188,-122.416722,2026-08-01 06:15:57,9.1,15.2
DEV_03802,37.78819,-122.439116,2026-08-01 06:15:59,8.6,3.9
DEV_04361,37.747825,-122.435803,2026-08-01 06:16:14,4.5,15.9
DEV_03660,37.756846,-122.392676,2026-08-01 06:16:18,11.5,0.3
DEV_04368,37.780965,-122.420437,2026-08-01 06:16:22,3.9,31.5
DEV_02715,37.750775,-122.406217,2026-08-01 06:16:33,9.4,13.7
DEV_00881,37.770186,-122.433206,2026-08-01 06:16:39,13.9,2.4
DEV_01749,37.781008,-122.408357,2026-08-01 06:17:01,8.6,17.5
DEV_04738,37.771214,-122.42531,2026-08-01 06:17:08,4.4,6.0
DEV_02425,37.782785,-122.410287,2026-08-01 06:17:13,14.3,22.9
DEV_00376,37.783332,-122.408093,2026-08-01 06:17:20,12.4,28.8
DEV_01527,37.777336,-122.418753,2026-08-01 06:17:36,10.0,2.9
DEV_03614,37.79356,-122.440012,2026-08-01 06:17:55,14.9,9.7
DEV_02673,37.779764,-122.416561,2026-08-01 06:17:58,10.6,17.7
DEV_00628,37.781797,-122.410322,2026-08-01 06:18:01,13.7,32.2
DEV_02993,37.783244,-122.411971,2026-08-01 06:18:15,5.6,9.8
DEV_04320,37.780979,-122.416959,2026-08-01 06:18:21,11.5,6.4
DEV_01075,37.779425,-122.416331,2026-08-01 06:18:40,13.7,14.7
DEV_00043,37.779087,-122.420687,2026-08-01 06:18:52,9.0,6.8
DEV_00264,37.780147,-122.409877,2026-08-01 06:19:00,8.3,7.7
DEV_02511,37.777124,-122.415952,2026-08-01 06:19:00,12.8,34.6
DEV_03226,37.777439,-122.419038,2026-08-01 06:19:16,8.0,3.2
DEV_04304,37.781447,-122.416111,2026-08-01 06:19:36,13.2,34.4
DEV_03747,37.776673,-122.419893,2026-08-01 06:19:39,10.4,9.6
DEV_02241,37.748738,-122.441449,2026-08-01 06:19:41,8.5,34.5
DEV_03518,37.779642,-122.417922,2026-08-01 06:19:43,12.0,30.2
DEV_03362,37.782874,-122.413564,2026-08-01 06:20:25,4.4,8.8
DEV_02866,37.776983,-122.416498,2026-08-01 06:20:30,10.8,15.7
DEV_02150,37.76981,-122.420945,2026-08-01 06:20:45,4.6,1.2
DEV_04155,37.788322,-122.422211,2026-08-01 06:20:48,10.6,24.9
DEV_01619,37.781436,-122.410507,2026-08-01 06:21:07,10.9,18.6
DEV_03829,37.74721,-122.41165,2026-08-01 06:21:16,13.1,29.6
DEV_00294,37.792307,-122.416441,2026-08-01 06:21:17,12.6,20.8
DEV_02489,37.78002,-122.409137,2026-08-01 06:21:20,6.2,29.0
DEV_00917,37.777507,-122.416643,2026-08-01 06:21:31,7.4,24.9
DEV_03462,37.778169,-122.415182,2026-08-01 06:21:35,3.5,33.1
DEV_03639,37.77082,-122.444399,2026-08-01 06:21:35,13.2,12.6
DEV_01589,37.780197,-122.409796,2026-08-01 06:21:38,11.6,4.6
DEV_04413,37.781981,-122.409408,2026-08-01 06:21:47,6.1,22.9
DEV_02082,37.777598,-122.416901,2026-08-01 06:21:53,7.5,34.0
DEV_03037,37.778558,-122.412506,2026-08-01 06:21:57,14.4,12.1
DEV_00946,37.783881,-122.41132,2026-08-01 06:21:58,3.3,1.7
DEV_01681,37.778317,-122.419225,2026-08-01 06:22:03,10.1,26.7
DEV_00449,37.803075,-122.427533,2026-08-01 06:22:05,11.8,22.1
DEV_01310,37.780208,-122.413061,2026-08-01 06:22:13,8.6,5.1
DEV_02212,37.804192,-122.440563,2026-08-01 06:22:18,13.9,20.6
DEV_02895,37.754724,-122.40465,2026-08-01 06:22:22,11.0,32.6
DEV_00263,37.781476,-122.413748,2026-08-01 06:22:53,5.6,9.1
DEV_01677,37.776933,-122.419155,2026-08-01 06:23:03,13.4,29.0
DEV_01314,37.782052,-122.408152,2026-08-01 06:23:05,5.7,16.7
DEV_04786,37.75758,-122.391509,2026-08-01 06:23:12,8.8,18.2
DEV_02038,37.778288,-122.438038,2026-08-01 06:23:18,6.5,28.1
DEV_00359,37.78153,-122.411074,2026-08-01 06:23:50,13.2,2.1
DEV_04558,37.777225,-122.419226,2026-08-01 06:23:59,4.1,12.3
DEV_00798,37.777124,-122.416637,2026-08-01 06:23:59,12.0,5.3
DEV_00684,37.782033,-122.410384,2026-08-01 06:24:09,6.6,7.7
DEV_00304,37.776033,-122.419888,2026-08-01 06:24:10,9.9,2.4
DEV_02126,37.783376,-122.411067,2026-08-01 06:24:20,5.6,25.8
DEV_03244,37.781191,-122.410783,2026-08-01 06:24:21,7.5,28.8
DEV_01303,37.767773,-122.414111,2026-08-01 06:24:29,11.6,7.2
DEV_04030,37.77975,-122.411535,2026-08-01 06:24:46,6.1,21.4
DEV_03230,37.77743,-122.437517,2026-08-01 06:24:52,14.8,17.7
DEV_03840,37.789459,-122.416786,2026-08-01 06:24:58,13.2,6.9
DEV_01466,37.800991,-122.405562,2026-08-01 06:25:11,14.2,9.4
DEV_03737,37.779297,-122.420406,2026-08-01 06:25:15,5.7,3.2
DEV_02869,37.756432,-122.429559,2026-08-01 06:25:15,3.8,22.5
DEV_02238,37.776778,-122.416047,2026-08-01 06:25:17,12.4,9.3
DEV_00343,37.783533,-122.413451,2026-08-01 06:25:19,12.4,28.0
DEV_02576,37.780087,-122.415219,2026-08-01 06:25:26,7.8,5.2
DEV_04912,37.779723,-122.412791,2026-08-01 06:25:28,14.7,21.5
DEV_04293,37.787264,-122.448726,2026-08-01 06:25:32,4.1,27.1
DEV_02772,37.780202,-122.419343,2026-08-01 06:25:47,5.5,30.4
DEV_04258,37.798454,-122.424879,2026-08-01 06:25:49,4.6,21.5
DEV_02448,37.771853,-122.444675,2026-08-01 06:26:01,6.8,29.2
DEV_00022,37.77609,-122.419791,2026-08-01 06:26:03,7.9,17.1
DEV_02174,37.777469,-122.417333,2026-08-01 06:26:09,9.7,22.5
DEV_00309,37.779653,-122.408991,2026-08-01 06:26:36,13.1,28.2
DEV_03036,37.780111,-122.41788,2026-08-01 06:26:45,11.2,31.1
DEV_01761,37.792314,-122.390694,2026-08-01 06:26:51,12.6,18.6
DEV_02041,37.779048,-122.410543,2026-08-01 06:26:52,12.5,31.5
DEV_02595,37.76245,-122.399887,2026-08-01 06:26:58,9.9,28.9
DEV_00599,37.777196,-122.420241,2026-08-01 06:26:59,9.6,5.4
DEV_01780,37.779034,-122.415564,2026-08-01 06:27:03,11.1,12.5
DEV_03801,37.780103,-122.411491,2026-08-01 06:27:22,3.6,19.1
DEV_02180,37.779843,-122.409896,2026-08-01 06:27:30,3.7,10.5
DEV_04752,37.793505,-122.412583,2026-08-01 06:27:34,7.7,22.3
DEV_03405,37.778985,-122.411952,2026-08-01 06:27:38,3.3,3.0
DEV_02953,37.777674,-122.41843,2026-08-01 06:27:40,5.8,25.5
DEV_00892,37.795608,-122.415948,2026-08-01 06:27:42,3.4,23.0
DEV_02554,37.762806,-122.404772,2026-08-01 06:27:44,14.1,17.6
DEV_03408,37.774448,-122.401834,2026-08-01 06:27:46,10.9,23.3
DEV_03583,37.779837,-122.415123,2026-08-01 06:27:47,11.5,5.8
DEV_03973,37.783387,-122.419587,2026-08-01 06:27:50,11.7,31.7
DEV_01627,37.79572,-122.439724,2026-08-01 06:28:00,8.8,18.7
DEV_03526,37.776165,-122.415971,2026-08-01 06:28:06,4.2,18.7
DEV_01549,37.783035,-122.409223,2026-08-01 06:28:12,12.5,4.3
DEV_01518,37.792151,-122.414294,2026-08-01 06:28:13,7.2,24.6
DEV_02921,37.761305,-122.448614,2026-08-01 06:28:17,10.1,23.0
DEV_04720,37.781687,-122.415187,2026-08-01 06:28:26,10.1,4.6
DEV_01145,37.781431,-122.420348,2026-08-01 06:28:32,7.7,9.8
DEV_03485,37.782556,-122.411623,2026-08-01 06:28:36,4.0,34.4
DEV_00487,37.781832,-122.416156,2026-08-01 06:29:11,11.0,2.7
DEV_00191,37.781349,-122.420286,2026-08-01 06:29:31,5.3,24.0
DEV_01335,37.779636,-122.416806,2026-08-01 06:29:38,11.9,23.5
DEV_02161,37.793416,-122.394422,2026-08-01 06:29:53,14.5,1.7
DEV_01035,37.789939,-122.418788,2026-08-01 06:29:55,11.3,4.9
DEV_04078,37.778511,-122.415823,2026-08-01 06:30:08,14.1,29.4
DEV_01892,37.780158,-122.439412,2026-08-01 06:30:15,12.8,12.9
DEV_03374,37.779901,-122.41177,2026-08-01 06:30:17,4.9,1.6
DEV_04235,37.77808,-122.416997,2026-08-01 06:30:20,9.1,14.4
DEV_00445,37.783115,-122.411759,2026-08-01 06:30:36,13.4,8.5
DEV_01086,37.781841,-122.418105,2026-08-01 06:30:48,7.9,12.8
DEV_04981,37.780534,-122.440539,2026-08-01 06:31:03,9.7,4.5
DEV_00680,37.750633,-122.441504,2026-08-01 06:31:04,8.2,23.6
DEV_03094,37.746804,-122.389942,2026-08-01 06:31:17,4.2,1.9
DEV_01805,37.77699,-122.418398,2026-08-01 06:31:40,6.2,2.4
DEV_02601,37.780314,-122.412768,2026-08-01 06:31:40,9.9,6.7
DEV_00810,37.748334,-122.424337,2026-08-01 06:31:42,13.6,19.4
DEV_04964,37.754372,-122.389531,2026-08-01 06:31:42,14.4,18.6
DEV_02901,37.780729,-122.409031,2026-08-01 06:31:47,14.0,34.5
DEV_02742,37.761202,-122.399997,2026-08-01 06:31:50,14.5,0.8
DEV_04168,37.783496,-122.409263,2026-08-01 06:32:08,6.6,27.4
DEV_04132,37.766922,-122.39009,2026-08-01 06:32:14,7.7,30.9
DEV_03600,37.803208,-122.449369,2026-08-01 06:32:15,9.6,32.5
DEV_01707,37.77789,-122.418538,2026-08-01 06:32:29,9.7,10.9
DEV_01540,37.780008,-122.416654,2026-08-01 06:32:41,13.2,22.3
DEV_01983,37.757248,-122.417664,2026-08-01 06:33:01,11.3,26.0
DEV_01089,37.781005,-122.418211,2026-08-01 06:33:18,3.5,28.3
DEV_03999,37.76287,-122.430617,2026-08-01 06:33:21,3.7,3.3
DEV_04610,37.780873,-122.419926,2026-08-01 06:33:24,6.7,23.1
DEV_01533,37.781959,-122.445776,2026-08-01 06:33:30,10.2,32.2
DEV_01564,37.784041,-122.41328,2026-08-01 06:33:31,14.7,10.4
DEV_02477,37.776905,-122.415909,2026-08-01 06:33:54,10.3,7.6
DEV_04380,37.752635,-122.446998,2026-08-01 06:33:57,7.3,20.0
DEV_04984,37.782124,-122.410915,2026-08-01 06:34:05,6.9,17.2
DEV_03043,37.778289,-122.416531,2026-08-01 06:34:05,14.4,1.3
DEV_00189,37.779993,-122.416354,2026-08-01 06:34:06,4.7,17.2
DEV_03840,37.779643,-122.413034,2026-08-01 06:34:19,13.2,32.2
DEV_00084,37.776613,-122.420233,2026-08-01 06:34:41,11.1,8.3
DEV_00925,37.783403,-122.413638,2026-08-01 06:34:43,4.6,31.6
DEV_02489,37.778873,-122.416321,2026-08-01 06:34:54,10.6,16.4
DEV_02059,37.779658,-122.413168,2026-08-01 06:34:56,9.2,1.6
DEV_03077,37.7814,-122.416337,2026-08-01 06:35:00,9.5,8.1
DEV_02889,37.77926,-122.411247,2026-08-01 06:35:05,12.0,14.1
DEV_02707,37.777357,-122.418486,2026-08-01 06:35:07,4.8,9.2
DEV_03598,37.778768,-122.418943,2026-08-01 06:35:08,6.5,30.7
DEV_03845,37.778941,-122.415632,2026-08-01 06:35:09,7.1,29.3
DEV_01365,37.776649,-122.439327,2026-08-01 06:35:10,6.3,6.6
DEV_04639,37.781465,-122.415082,2026-08-01 06:35:17,11.3,34.0
DEV_02455,37.779251,-122.41805,2026-08-01 06:35:17,14.5,34.2
DEV_02922,37.783909,-122.410055,2026-08-01 06:35:18,8.4,17.9
DEV_02286,37.768449,-122.407294,2026-08-01 06:35:20,6.1,28.1
DEV_00300,37.776415,-122.419634,2026-08-01 06:35:21,6.9,26.8
DEV_01177,37.78009,-122.410357,2026-08-01 06:35:30,15.0,1.3
DEV_01348,37.780295,-122.411926,2026-08-01 06:35:33,7.2,26.1
DEV_03306,37.778104,-122.419002,2026-08-01 06:35:44,10.5,11.7
DEV_01275,37.781526,-122.413729,2026-08-01 06:35:44,4.3,2.2
DEV_03314,37.765067,-122.40975,2026-08-01 06:35:46,11.9,3.0
DEV_03567,37.781132,-122.41385,2026-08-01 06:35:46,12.6,16.5
DEV_01883,37.778921,-122.412085,2026-08-01 06:35:59,10.4,7.0
DEV_03488,37.77677,-122.416784,2026-08-01 06:36:02,9.9,16.4
DEV_01879,37.776366,-122.420035,2026-08-01 06:36:03,5.3,1.8
DEV_04116,37.782429,-122.391791,2026-08-01 06:36:22,4.9,28.3
DEV_00958,37.778604,-122.415237,2026-08-01 06:36:25,13.4,20.0
DEV_00278,37.782469,-122.413222,2026-08-01 06:36:34,10.9,21.0
DEV_04886,37.77696,-122.420109,2026-08-01 06:36:46,9.5,15.5
DEV_02324,37.782641,-122.410323,2026-08-01 06:36:49,11.9,28.8
DEV_04268,37.781825,-122.417528,2026-08-01 06:36:57,11.5,28.8
DEV_02807,37.780395,-122.412234,2026-08-01 06:36:58,10.1,24.4
DEV_03095,37.783287,-122.409773,2026-08-01 06:37:06,4.4,2.0
DEV_01339,37.783894,-122.408078,2026-08-01 06:37:18,11.3,16.7
DEV_03077,37.788187,-122.440075,2026-08-01 06:37:23,5.3,28.0
DEV_04641,37.779729,-122.409315,2026-08-01 06:37:28,11.3,20.6
DEV_02606,37.784339,-122.40964,2026-08-01 06:37:36,3.2,26.4
DEV_00180,37.777794,-122.418877,2026-08-01 06:37:39,13.8,0.9
DEV_01621,37.798618,-122.434531,2026-08-01 06:37:56,13.6,22.8
DEV_02859,37.780256,-122.409323,2026-08-01 06:38:07,7.2,12.0
DEV_03031,37.782466,-122.412358,2026-08-01 06:38:08,4.1,2.2
DEV_03233,37.763447,-122.410675,2026-08-01 06:38:12,10.4,22.5
DEV_00972,37.777527,-122.418944,2026-08-01 06:38:13,4.9,7.1
DEV_02544,37.751474,-122.391235,2026-08-01 06:38:35,4.1,0.5
DEV_04520,37.782409,-122.40866,2026-08-01 06:38:39,11.2,34.2
DEV_04481,37.776508,-122.416318,2026-08-01 06:38:40,3.1,3.2
DEV_04719,37.780155,-122.410855,2026-08-01 06:38:44,5.1,2.8
DEV_02838,37.798743,-122.431416,2026-08-01 06:38:49,7.3,2.8
DEV_00439,37.792207,-122.42387,2026-08-01 06:38:54,7.0,11.1
DEV_02381,37.782771,-122.41357,2026-08-01 06:38:56,11.8,15.4
DEV_04129,37.779094,-122.416674,2026-08-01 06:38:57,13.6,28.4
DEV_02861,37.763093,-122.445961,2026-08-01 06:38:59,9.7,20.4
DEV_02578,37.780138,-122.413651,2026-08-01 06:39:01,11.8,31.0
DEV_02249,37.761768,-122.41751,2026-08-01 06:39:03,13.1,18.1
DEV_03089,37.781454,-122.419513,2026-08-01 06:39:28,4.9,24.1
DEV_04709,37.783938,-122.413338,2026-08-01 06:39:32,5.8,1.1
DEV_02265,37.773856,-122.435865,2026-08-01 06:39:46,7.0,9.4
DEV_02086,37.782684,-122.408484,2026-08-01 06:39:50,9.1,9.2
DEV_03634,37.779665,-122.408792,2026-08-01 06:39:56,6.9,8.2
DEV_00916,37.778163,-122.419427,2026-08-01 06:40:14,14.9,2.3
DEV_04392,37.780596,-122.417384,2026-08-01 06:40:15,14.5,19.1
DEV_03433,37.784219,-122.410906,2026-08-01 06:40:18,14.9,22.2
DEV_03410,37.781504,-122.424705,2026-08-01 06:40:21,13.5,6.2
DEV_01424,37.780209,-122.419731,2026-08-01 06:40:21,9.3,22.2
DEV_04497,37.760525,-122.420925,2026-08-01 06:40:32,3.4,30.2
DEV_04134,37.779095,-122.417947,2026-08-01 06:40:35,6.1,2.0
